weather_total_precipitation_mm,weather_rainy_days,weather_total_snowfall_cm,weather_days_below_freezing,weather_total_sunshine_hours,weather_days_pleasant_temp,weather_avg_daily_max_windspeed_ms,nearest_gas_station_distance_miles,nearest_gas_station_rating,nearest_gas_station_rating_count,competitors_count_4miles,competitor_1_google_rating,competitor_1_distance_miles,competitor_1_rating_count,distance_nearest_costco(5 mile),distance_nearest_walmart(5 mile),distance_nearest_target (5 mile),other_grocery_count_1mile,count_food_joints_0_5miles (0.5 mile),current_count,client_id,street,city,zip,site_client_id,location_id,_match_type,age_on_30_sep_25,region,state,region_enc,state_enc,costco_enc,tunnel_count,carwash_type_encoded,primary_carwash_type,official_website
1117.3,123.0,8.12,36.0,3343.3553,179.0,15.6795082,0.66,3.4,208,11.0,3.5,0.34,293.0,,0.9,,,2.0,335262.28,Super Suds,2563 Panola Rd,Lithonia,30058,1381,1,chain+street+zip,3.0,South,GA,2,8,99.0,2,2,Mobile,https://www.supersuds.com/
1032.7,114.0,31.36,86.0,2989.578742,140.0,17.2442623,0.16,4.0,367,12.0,4.2,0.23,448.0,,2.62,4.37,10.0,2.0,157280.94,Wash Industries,6319 W Passyunk Ave,Philadelphia,19153,1538,8,chain+street+zip,7.0,Northeast,PA,1,32,99.0,1,1,Express Tunnel,https://www.washindustriesglobal.com/
419.6,40.0,1.12,0.0,3771.207142,194.0,15.46147541,0.11,4.3,63,13.0,4.8,0.13,122.0,1.7,2.06,1.03,3.0,8.0,14989.82,Magic Brush,22330 Cactus Ave,Moreno Valley,92553,867,1,chain+street+zip,2.0,West,CA,4,3,1.7,0,3,Hand Wash / Detail,https://magicbrushofficial.com/
1092.2,140.0,13.93,54.0,3332.685481,163.0,15.31885246,0.21,4.5,298,10.0,4.4,0.12,264.0,,0.09,3.13,2.0,2.0,119408.72,Quick Jet Car Wash,1217 Dolly Parton Pkwy,Sevierville,37862,1123,1,chain+street+zip,4.0,South,TN,2,36,99.0,0,1,Express Tunnel,https://www.quickjetcarwash.com/
369.1,37.0,0.0,0.0,3849.736667,138.0,13.33333333,0.62,3.0,2,14.0,4.0,0.25,409.0,2.32,0.33,3.04,1.0,9.0,100176.0,Fast Lap Car Wash,3830 N 51st Ave,Phoenix,85031,488,1,chain+street+zip,5.0,West,AZ,4,2,2.32,0,1,Express Tunnel,https://www.selfcarwashfinder.com/states/arizona/phoenix/fast-lap-car-wash
1010.5,122.0,50.89,110.0,2992.222094,134.0,18.65409836,0.15,3.9,149,9.0,5.0,0.72,6.0,2.26,2.71,2.27,1.0,1.0,79722.46,Kuhnsville Car Wash,5627 Tilghman St,Allentown,18104,666,1,chain+street+zip,11.0,Northeast,PA,1,32,2.26,0,1,Express Tunnel,https://www.redcarpetcarwash.com/
1249.6,101.0,24.22,50.0,3283.519822,161.0,18.88306011,0.35,3.5,6,5.0,4.2,0.69,174.0,,0.5,,1.0,10.0,27076.5,Super Spray,1581 S Muskogee Ave,Tahlequah,74464,1380,1,chain+street+zip,13.0,South,OK,2,30,99.0,0,1,Express Tunnel,
1033.9,116.0,87.78,116.0,2981.593786,119.0,19.06393443,0.12,3.2,73,13.0,5.0,0.93,7.0,,3.74,3.54,4.0,9.0,111628.69,Haffners,330 S Broadway,Lawrence,1843,600,3,chain+street+zip,8.0,Northeast,MA,1,15,99.0,0,1,Express Tunnel,https://www.haffners.com/car-washes
1121.6,131.0,65.1,91.0,2986.723206,136.0,16.90191257,0.07,4.5,88,12.0,4.7,0.19,308.0,,2.18,,4.0,5.0,182527.44,Wash Rite,1101 Division Street,Parkersburg,26101,1554,1,chain+street+zip,3.0,South,WV,2,44,99.0,1,1,Express Tunnel,https://www.wash-riteunlimited.com/car-wash-services/
1079.6,125.0,3.57,37.0,3380.133061,175.0,16.59180328,0.23,3.0,45,10.0,,0.44,,,0.3,,1.0,19.0,124707.41,Blue Penguin Car Wash,1475 N Expy,Griffin,30223,95,2,chain+street+zip,3.0,South,GA,2,8,99.0,1,1,Express Tunnel,http://bluepenguincarwash.mywashaccount.com/
1155.7,143.0,0.0,0.0,3716.907222,176.0,16.23224044,0.6,3.3,11,9.0,3.2,0.98,55.0,2.71,0.37,3.23,,2.0,115767.0,International Auto Spa,4975 Clark Rd,Sarasota,34233,637,1,chain+street+zip,4.0,South,FL,2,7,2.71,0,2,Flex,https://internationalautospaofsarasota.com/
989.4,107.0,31.92,87.0,3004.670286,129.0,17.50218579,0.06,3.5,50,13.0,4.5,0.12,35.0,,2.51,2.11,5.0,11.0,122479.28,Wash Industries,6135 N Broad St,Philadelphia,19141,1536,10,chain+street+zip,2.0,Northeast,PA,1,32,99.0,1,1,Express Tunnel,https://www.washindustriesglobal.com/
1076.7,109.0,45.01,85.0,3178.543661,135.0,18.77814208,0.86,3.3,30,7.0,5.0,1.84,84.0,2.62,2.98,1.09,1.0,0.0,33428.0,Speedy Falcon Car Wash,11230 Strang Line Rd,Lenexa,66215,1287,2,chain+street+zip,7.0,Midwest,KS,0,12,2.62,0,1,Express Tunnel,https://speedycarwash.com/
950.5,134.0,11.55,70.0,3317.548331,174.0,19.61065574,0.17,2.7,28,8.0,3.8,1.78,110.0,,0.38,2.81,1.0,9.0,78210.46,Mountain Express,226 Old Chimney Rock Rd,Hendersonville,28792,1038,2,chain+street+zip,2.0,South,NC,2,21,99.0,0,1,Express Tunnel,
1049.6,114.0,10.08,50.0,3248.927008,155.0,17.41174863,1.13,4.2,157,7.0,,1.93,,,2.32,2.82,,0.0,218702.0,American Pride,1421 US-70,Garner,27529,19,1,chain+street+zip,5.0,South,NC,2,21,99.0,1,1,Express Tunnel,https://americanpridexpress.com/
959.0,118.0,8.75,51.0,3296.464719,157.0,17.28825137,0.14,4.0,74,10.0,4.0,0.1,274.0,,0.15,,2.0,15.0,121517.36,Mach 1 Express Wash,157 Plaza Dr,Forest City,28043,851,6,chain+street+zip,5.0,South,NC,2,21,99.0,1,2,Flex,https://mach1carwash.com/
997.7,108.0,30.45,84.0,3001.882567,137.0,16.99480874,0.07,3.1,36,14.0,,0.7,,,3.37,2.31,8.0,7.0,122007.9,Wash Industries,2622 N Broad St,Philadelphia,19132,1537,5,chain+street+zip,7.0,Northeast,PA,1,32,99.0,1,1,Express Tunnel,https://www.washindustriesglobal.com/
428.4,37.0,0.0,0.0,3753.80355,227.0,15.3510929,0.17,4.4,86,8.0,,1.0,,3.46,3.51,1.91,2.0,9.0,135974.24,Soapy Saddles,3198 Hamner Ave,Norco,92860,1263,1,chain+street+zip,5.0,West,CA,4,3,3.46,1,1,Express Tunnel,https://www.soapysaddles.com/
1035.9,124.0,54.39,94.0,2992.630697,117.0,16.21256831,0.81,4.6,28,13.0,3.9,0.08,313.0,,,0.22,1.0,12.0,48828.77,Closter Car Wash,11 Endres St,Closter,7624,367,1,chain+street+zip,9.0,Northeast,NJ,1,25,99.0,0,3,Hand Wash / Detail,https://clostercarwash.setmore.com/
462.0,38.0,0.0,0.0,3598.468681,262.0,13.03251366,0.2,4.1,170,13.0,4.3,0.15,171.0,1.93,2.1,1.38,2.0,18.0,209815.67,Clean Wave,11031 Los Alamitos Blvd,Los Alamitos,90720,320,1,chain+street+zip,4.0,West,CA,4,3,1.93,1,2,Flex,https://cleanwavecarwashes.com/
1148.4,112.0,54.32,98.0,2984.937333,134.0,20.97650273,0.14,4.2,66,0.0,,,,,,,2.0,4.0,97682.68,Wash Ashore Carwash,2304 State Rd,Plymouth,2360,1521,1,chain+street+zip,6.0,Northeast,MA,1,15,99.0,0,2,Flex,https://carwashfind.com/directory/massachusetts/plymouth/wash-ashore-car-wash/
681.3,120.0,103.25,95.0,3056.415678,114.0,13.49972678,0.12,4.5,191,13.0,4.5,0.62,1637.0,0.49,2.6,1.62,4.0,9.0,104477.22,Hippo Car Wash,510 W Bosanko Ave,Coeur d'Alene,83815,627,1,chain+street+zip,11.0,West,ID,4,9,0.49,0,2,Flex,https://hippocarwash.com/
832.9,121.0,85.82,111.0,2889.234056,122.0,21.40218579,0.44,3.1,20,10.0,3.4,0.98,429.0,1.93,1.55,3.13,3.0,6.0,145075.56,Superior Shine Car Wash,28100 Harper Ave,St. Clair Shores,48081,1388,1,chain+street+zip,5.0,Midwest,MI,0,17,1.93,1,3,Hand Wash / Detail,https://superiorshinecarwash.blogspot.com/
1383.1,129.0,11.76,52.0,3275.682317,163.0,18.40027322,0.61,4.3,73,3.0,4.5,1.34,4.0,,2.49,,,1.0,117031.06,Super Duck,14533 US-231,Hazel Green,35750,1372,1,chain+street+zip,2.0,South,AL,2,0,99.0,0,1,Express Tunnel,https://superduckcarwash.com/
1135.4,150.0,0.0,0.0,3711.373319,175.0,13.86284153,0.07,3.3,219,3.0,4.7,2.07,3.0,,3.86,3.52,3.0,6.0,151335.11,Brickyard Car Wash,9020 Sage Ave,Naples,34120,227,1,chain+street+zip,5.0,South,FL,2,7,99.0,1,1,Express Tunnel,https://brickyard41carwash.com/
1523.1,118.0,20.72,54.0,3261.385008,158.0,18.14726776,0.4,3.7,75,2.0,3.1,1.92,17.0,,0.19,,,3.0,133669.0,Century Car Wash,29 Robbins Rd,Covington,38019,283,1,chain+street+zip,5.0,South,TN,2,36,99.0,1,1,Express Tunnel,https://centurycarwash.mywashaccount.com/
502.4,48.0,0.0,0.0,3666.415569,224.0,13.33579235,0.05,3.9,76,5.0,2.5,3.1,2.0,2.14,4.62,2.74,1.0,17.0,21255.43,San Diego Car Care Costa Verde,16757 Bernardo Center Dr,San Diego,92128,1207,3,chain+street+zip,7.0,West,CA,4,3,2.14,0,1,Express Tunnel,https://sandiegocarcare.com/costa-verde/
1165.2,142.0,37.59,48.0,2833.453189,115.0,14.60901639,0.22,2.8,17,7.0,4.2,1.88,53.0,2.8,2.05,2.5,2.0,7.0,79866.25,Aloha Car Wash 2,17818 Bothell Everett Hwy,Bothell,98012,11,2,chain+street+zip,3.0,West,WA,4,42,2.8,0,1,Touchless,https://www.alohacarwash.com/
1450.1,150.0,7.91,13.0,3538.457636,150.0,16.73060109,0.1,4.0,49,3.0,5.0,0.15,2.0,,,,2.0,5.0,181441.44,Cajun Clean,2235 US-90,Gautier,39553,261,2,chain+street+zip,4.0,South,MS,2,19,99.0,1,1,Express Tunnel,https://www.cajunclean.com/
991.5,81.0,0.56,18.0,3372.914797,139.0,19.69480874,0.33,3.9,52,5.0,4.9,2.35,130.0,,2.43,2.3,,0.0,39844.13,Bella Stone Car Wash,2413 Palermo Parkway,Temple,76502,55,1,chain+street+zip,2.0,South,TX,2,37,99.0,0,1,Express Tunnel,http://bellastonecarwash.mywashaccount.com/
1462.6,141.0,15.47,23.0,3388.112742,172.0,17.91994536,0.33,4.7,41,1.0,4.7,3.31,98.0,,,,2.0,1.0,60.53,Coastal Car Wash,9123 Ocean Hwy,Pawleys Island,29585,369,3,chain+street+zip,6.0,South,SC,2,34,99.0,0,1,Express Tunnel,https://coastalexpresscarwash.com/
1462.6,141.0,15.47,23.0,3388.112742,172.0,17.91994536,0.33,4.7,41,1.0,4.7,3.31,98.0,,,,2.0,1.0,145694.03,Coastal Car Wash,9123 Ocean Hwy,Pawleys Island,29585,370,1,chain+street+zip,6.0,South,SC,2,34,99.0,1,1,Express Tunnel,https://coastalexpresscarwash.com/
1380.8,125.0,11.55,52.0,3234.956244,163.0,18.18934426,0.23,3.1,19,11.0,4.8,0.12,428.0,0.68,0.47,0.52,1.0,13.0,206715.0,Super Duck,8392 Hwy 72 W,Madison,35757,1373,2,chain+street+zip,3.0,South,AL,2,0,0.68,1,1,Express Tunnel,https://superduckcarwash.com/
505.8,82.0,179.76,193.0,3692.431383,92.0,11.74125683,21.23,4.4,22,0.0,,,,,,,,0.0,99143.49,TruShine,25017 Western Loop,Abingdon,24211,1459,3,chain+street+zip,5.0,South,VA,2,39,99.0,0,1,Express Tunnel,https://www.trushinecarwash.com/
1142.9,146.0,0.0,0.0,3724.585728,168.0,15.29071038,0.01,3.7,82,0.0,,,,,3.07,,4.0,3.0,23572.5,Englewood Car Wash,287 S Indiana Ave,Englewood,34223,468,1,chain+street+zip,13.0,South,FL,2,7,99.0,0,3,Hand Wash / Detail,https://englewoodcarwash.us.com/
689.6,81.0,42.63,122.0,3191.367122,106.0,23.93825137,0.52,3.9,46,5.0,4.2,0.29,37.0,,0.28,,1.0,1.0,88071.82,Capitol Car Wash,3125 Airport Rd,Pierre,57501,264,1,chain+street+zip,2.0,Midwest,SD,0,35,99.0,0,1,Express Tunnel,https://www.capitolcarwashwv.com/
771.5,117.0,131.39,149.0,3210.863189,119.0,12.7726776,0.72,4.3,38,8.0,3.7,1.45,177.0,1.03,0.87,1.14,1.0,3.0,284004.08,Blue Cow Car Wash,10 Commons Way,Kalispell,59901,87,1,chain+street+zip,5.0,West,MT,4,20,1.03,2,1,Express Tunnel,https://www.bluecowcarwash.com/memberships/
1076.7,109.0,45.01,85.0,3178.543661,135.0,18.77814208,0.12,2.3,68,2.0,3.3,3.59,9.0,4.45,4.18,3.53,1.0,3.0,122827.61,Speedy Falcon Car Wash,10150 Walker St,Lenexa,66220,1288,1,chain+street+zip,16.0,Midwest,KS,0,12,4.45,1,1,Express Tunnel,https://speedycarwash.com/
,,,,,,,0.3,4.2,49,,,,,,,,,,237581.79,Touch & Go Car Wash,847 Brookway Blvd,Brookhaven,39601,1452,1,chain+street+zip,8.0,South,MS,2,19,99.0,1,1,Express Tunnel,https://www.tngcarwash.com/pages/about.aspx
1138.0,137.0,0.0,0.0,3648.600064,161.0,14.81912568,0.25,3.9,292,14.0,4.7,0.22,771.0,,2.52,1.72,2.0,3.0,95234.22,Colonial Car Wash,11021 Colonial Blvd,Fort Myers,33913,371,1,chain+street+zip,2.0,South,FL,2,7,99.0,0,2,Flex,https://colonialcw.com/wash-services/car-washing/
1229.9,131.0,43.12,103.0,2979.561889,128.0,16.9557377,0.17,3.5,110,10.0,4.2,0.14,481.0,,2.28,1.79,3.0,6.0,154092.32,Buckeye Car Wash,4521 KENNY RD,COLUMBUS,43220,246,1,chain+street+zip,11.0,Midwest,OH,0,29,99.0,1,2,Flex,https://www.buckeyecarwashes.com/
1123.5,115.0,5.6,21.0,3439.547458,151.0,15.03442623,0.38,3.9,46,11.0,4.8,0.08,103.0,,1.48,,2.0,3.0,137507.71,Pure Car Wash,330 Anna Dr,McComb,39648,1120,1,chain+street+zip,2.0,South,MS,2,19,99.0,1,1,Express Tunnel,https://purecarwash.com/
1387.0,142.0,36.75,34.0,2835.721483,108.0,16.95628415,0.02,4.0,12,11.0,4.6,1.14,93.0,2.78,2.24,1.84,2.0,14.0,73938.1,Sunset CW,1204 E Sunset Dr,Bellingham,98226,1366,1,chain+street+zip,10.0,West,WA,4,42,2.78,0,2,Self-Serve,https://www.sunsetcarwashbellingham.com/
1078.5,120.0,49.14,85.0,2984.213386,117.0,16.29289617,0.21,3.6,84,9.0,,0.61,,4.64,0.89,2.03,2.0,10.0,38732.63,Secaucus Car Wash,200 Flanagan Way,Secaucus,7094,1228,1,chain+street+zip,8.0,Northeast,NJ,1,25,4.64,0,3,Hand Wash / Detail,https://www.secaucuscarwash.com/
1149.3,110.0,31.29,68.0,3254.293144,149.0,18.27377049,0.08,3.8,5,13.0,4.2,0.79,279.0,2.85,0.61,0.85,2.0,12.0,169140.69,Blue Iguana,1640 E Sunshine St,Springfield,65804,92,3,chain+street+zip,3.0,Midwest,MO,0,18,2.85,1,1,Express Tunnel,https://blueiguana.com/
779.9,118.0,98.07,129.0,2898.900417,119.0,19.93415301,0.17,1.5,2,0.0,,,,,,,1.0,6.0,174278.14,Riverside,1941 W Main St,Lowell,49331,1173,1,chain+street+zip,9.0,Midwest,MI,0,17,99.0,1,3,Full Service,
1089.1,118.0,5.74,43.0,3318.299164,166.0,17.45437158,0.41,3.6,23,12.0,2.9,0.22,33.0,3.32,3.8,3.46,4.0,4.0,67812.19,Aqua Shine Express,509 S Pleasantburg Dr,Greenville,29607,34,1,chain+street+zip,4.0,South,SC,2,34,3.32,0,1,Express Tunnel,https://aquashineexpress.com/
1260.5,91.0,15.54,26.0,3396.387411,133.0,15.56038251,0.39,3.0,1,12.0,3.0,0.42,55.0,2.85,2.55,3.56,3.0,10.0,153450.27,Alpine Wash,250 S Denton Tap Rd,Coppell,75019,14,1,chain+street+zip,6.0,South,TX,2,37,2.85,1,1,Express Tunnel,https://alpinewash.com/
574.3,98.0,130.76,119.0,3284.448978,119.0,19.03360656,0.28,3.9,61,11.0,4.1,0.11,51.0,3.11,0.93,0.27,3.0,16.0,105680.87,Glacier Express,90 24th St W,Billings,59102,552,3,chain+street+zip,2.0,West,MT,4,20,3.11,0,2,Mobile,https://glacierexpress.ch/en
1250.0,122.0,44.94,71.0,3157.163006,142.0,17.64808743,0.24,5.0,5,11.0,4.8,0.93,312.0,,1.01,1.2,2.0,5.0,187016.12,Ollie Wash,3850 Frederica St,Owensboro,42301,1087,1,chain+street+zip,5.0,South,KY,2,13,99.0,1,1,Express Tunnel,https://olliewash.com/monthly-wash-plans/
1248.8,127.0,4.76,13.0,3374.561847,133.0,17.11147541,0.14,3.1,49,11.0,4.3,0.11,216.0,2.4,0.41,3.95,1.0,20.0,116326.0,Mint Express Carwash,23040 Morton Ranch Rd,Katy,77449,1021,3,chain+street+zip,2.0,South,TX,2,37,2.4,0,1,Express Tunnel,https://www.mintexpresscarwash.com/
189.2,30.0,7.98,20.0,3938.272742,145.0,25.59863388,0.07,4.3,2014,3.0,4.0,1.44,45.0,,1.09,,1.0,0.0,71384.39,Slash 77 Car Wash,1925 Silver City Hwy NW,Deming,88030,1240,1,chain+street+zip,2.0,West,NM,4,26,99.0,0,1,Express Tunnel,https://www.slash77carwash.com/
1083.7,141.0,0.0,0.0,3641.248569,165.0,15.29480874,0.1,4.1,184,9.0,4.9,0.27,2078.0,,0.44,0.57,2.0,6.0,143718.02,Daybreak,19701 Cochran Blvd,Port Charlotte,33948,413,1,chain+street+zip,3.0,South,FL,2,7,99.0,1,1,Express Tunnel,https://daybreakmarketandfuel.com/
1080.5,111.0,46.83,61.0,3167.458703,136.0,16.46311475,0.3,3.7,10,11.0,4.9,0.44,3601.0,,0.46,1.11,2.0,4.0,76269.38,Tru Car Wash,4523 Nine Mile Rd,Richmond,23223,1455,1,chain+street+zip,3.0,South,VA,2,39,99.0,0,1,Express Tunnel,https://trucarwash.com/about/
833.6,113.0,36.19,100.0,2979.277081,133.0,18.41830601,0.3,4.6,25,12.0,5.0,0.12,3.0,,3.28,1.92,4.0,6.0,32031.97,Local Car Wash,331 W Loudon St,Chambersburg,17201,687,1,chain+street+zip,8.0,Northeast,PA,1,32,99.0,0,1,Express Tunnel,https://www.localcarwash.us/
792.0,89.0,67.2,146.0,3135.082978,119.0,21.88224044,0.01,4.5,75,11.0,4.0,0.17,52.0,,0.93,0.6,2.0,10.0,131358.74,Platinum Auto Spa,2303 6th Ave SE,Aberdeen,57401,1110,1,chain+street+zip,5.0,Midwest,SD,0,35,99.0,1,1,Express Tunnel,https://www.theplatinumautospa.com/platinum-club
405.1,40.0,0.0,0.0,3867.008969,148.0,11.54781421,0.11,2.5,8,9.0,3.5,0.25,100.0,0.18,0.65,0.13,1.0,13.0,30109.35,PV Car Wash,12621 N Paradise Village Pkwy W,Phoenix,85032,1121,1,chain+street+zip,6.0,West,AZ,4,2,0.18,0,1,Express Tunnel,https://www.carwashhere.com/pv-car-wash/
1490.2,139.0,16.17,56.0,3157.747164,141.0,16.6295082,0.19,3.4,18,2.0,4.1,0.08,126.0,4.91,4.04,4.54,1.0,12.0,223325.84,Wash N Roll,7128 Hwy 70 S,Nashville,37221,1551,2,chain+street+zip,3.0,South,TN,2,36,4.91,1,1,Express Tunnel,https://www.mywashnroll.net/
1159.7,117.0,8.12,17.0,3446.693533,164.0,14.89125683,0.57,4.9,11,4.0,4.2,0.74,126.0,,3.58,,1.0,0.0,81037.0,Splash Hopper Express Wash,863 Western Bypass,Andalusia,36420,1315,1,chain+street+zip,7.0,South,AL,2,0,99.0,0,1,Express Tunnel,https://sswash.com/splash-hopper-express-wash-andalusia-covington-county-alabama/
876.1,111.0,6.86,22.0,3370.998781,154.0,15.19617486,0.18,3.1,16,2.0,4.2,0.44,102.0,,0.1,,3.0,9.0,83612.95,Mojo Xpress Wash,332 South Green St,Swainsboro,30401,1027,1,chain+street+zip,7.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.mojosxpress.com.mojosxpress.com/home
989.4,107.0,31.92,87.0,3004.670286,129.0,17.50218579,0.42,3.6,92,13.0,3.8,0.24,186.0,,3.45,2.48,3.0,18.0,151956.37,Wash Industries,5801 Wayne Ave,Philadelphia,19144,1531,3,chain+street+zip,7.0,Northeast,PA,1,32,99.0,1,1,Express Tunnel,https://www.washindustriesglobal.com/
1233.2,134.0,23.31,30.0,2865.337794,127.0,16.03497268,0.24,4.0,75,11.0,5.0,0.33,6.0,3.44,2.01,1.55,4.0,11.0,174555.39,Wet Rabbit Express Car Wash,9021 S Tacoma Way,Lakewood,98499,1606,1,chain+street+zip,4.0,West,WA,4,42,3.44,1,1,Express Tunnel,https://www.wetrabbitexpress.com/
1036.8,150.0,0.0,0.0,3712.564792,183.0,18.69699454,0.34,3.9,80,12.0,4.5,0.91,694.0,,0.43,0.73,1.0,7.0,367117.26,Kiwi Car Wash,4915 20th St,Vero Beach,32966,663,1,chain+street+zip,2.0,South,FL,2,7,99.0,3,1,Express Tunnel,https://kiwicarwash.com/locations/
1101.9,121.0,92.54,123.0,2997.448244,121.0,17.97486339,0.03,3.9,182,8.0,4.2,2.36,660.0,2.27,0.43,2.18,1.0,6.0,72579.58,Haffners,215 Lowell Rd,Hudson,3051,597,10,chain+street+zip,8.0,Northeast,NH,1,24,2.27,0,1,Express Tunnel,https://www.haffners.com/car-washes
1439.0,183.0,0.0,0.0,3706.506894,155.0,14.73989071,0.05,3.0,18,12.0,4.7,0.72,3.0,0.23,1.22,0.65,1.0,13.0,86485.82,Prestige Auto  Spa,15180 Biscayne Blvd,North Miami Beach,33160,1113,1,chain+street+zip,5.0,South,FL,2,7,0.23,0,3,Hand Wash / Detail,https://www.prestige-autospa.com/
585.6,52.0,0.28,1.0,3564.014197,176.0,14.0420765,0.34,1.0,1,11.0,4.4,1.6,151.0,0.15,1.09,2.36,7.0,14.0,195773.62,Bubbas Express Car Wash,1505 E Hammer Ln,Stockton,95210,235,1,chain+street+zip,5.0,West,CA,4,3,0.15,1,1,Express Tunnel,https://www.bubbascarwash.com/about-us/
1066.0,114.0,32.69,94.0,2965.689661,133.0,20.88606557,0.79,3.9,155,6.0,4.5,0.08,213.0,,0.12,,1.0,9.0,142111.14,Go Green N Clean1,196 Onix Dr,Kennett Square,19348,563,1,chain+street+zip,7.0,Northeast,PA,1,32,99.0,1,1,Express Tunnel,https://www.gogreenncleancarwash.com/
1252.5,160.0,76.72,95.0,2861.371308,151.0,17.56857923,0.1,3.4,15,5.0,3.2,0.87,101.0,,1.57,2.02,3.0,3.0,202502.3,Wash Rite,910 W Main St,Bridgeport,26330,1565,5,chain+street+zip,2.0,South,WV,2,44,99.0,1,1,Express Tunnel,https://www.wash-riteunlimited.com/car-wash-services/
1194.3,126.0,8.4,46.0,3328.365819,172.0,16.23879781,0.1,4.0,14,2.0,3.9,1.63,61.0,,0.11,,1.0,5.0,80208.0,Mach 1 Express Wash,1559 Rome Hwy,Cedartown,30125,858,1,chain+street+zip,6.0,South,GA,2,8,99.0,0,2,Flex,https://mach1carwash.com/
1073.8,124.0,3.99,31.0,3386.916844,174.0,15.81065574,0.15,4.2,20,3.0,4.9,0.09,1810.0,,,,4.0,9.0,151589.82,Big Peach Car Wash,583 E 3rd St,Jackson,30233,64,3,chain+street+zip,2.0,South,GA,2,8,99.0,1,1,Express Tunnel,https://www.bigpeachusa.com/
1523.9,137.0,17.15,61.0,3155.0645,146.0,18.20710383,0.33,3.6,45,0.0,,,,,,,4.0,9.0,61110.63,Champion CW,101 Ren Mar Dr,Pleasant View,37146,288,3,chain+street+zip,7.0,South,TN,2,36,99.0,0,3,Hand Wash / Detail,https://www.championcarwashanddetailshop.com/
1083.1,99.0,20.72,11.0,3273.813247,163.0,34.76885246,0.12,4.3,92,2.0,4.4,2.58,78.0,,2.21,2.66,4.0,1.0,49249.09,OBXpress,4011 N Croatan Hwy,Kitty Hawk,27949,1081,1,chain+street+zip,2.0,South,NC,2,21,99.0,0,1,Express Tunnel,https://www.obxpress.com/
1064.7,112.0,50.12,85.0,3093.974722,137.0,21.91010929,0.32,4.0,215,5.0,3.1,0.27,38.0,0.38,0.7,1.12,4.0,7.0,12061.74,Riverhead Toyota Car Wash,1655 County Rd 58,Riverhead,11901,1172,1,chain+street+zip,11.0,Northeast,NY,1,28,0.38,0,3,Hand Wash / Detail,https://www.riverheadautowash.com/
1178.9,119.0,47.67,78.0,3063.300928,135.0,18.4920765,0.05,4.3,131,4.0,5.0,1.63,26.0,,,4.76,5.0,4.0,40545.01,Rockaway Auto Bath,115-05 BEACH CHANNEL DR,ROCKAWAY PARK,11694,1186,1,chain+street+zip,9.0,Northeast,NY,1,28,99.0,0,3,Full Service,https://maps.roadtrippers.com/us/rockaway-park-ny/services/rockaway-auto-bath
1144.4,143.0,0.0,0.0,3617.990653,173.0,14.43360656,0.28,3.7,59,12.0,3.8,0.43,116.0,,0.25,,2.0,13.0,124095.61,Radiant Express Car Wash,7575 Gall Blvd,Zephyrhills,33541,1135,7,chain+street+zip,2.0,South,FL,2,7,99.0,1,1,Express Tunnel,https://www.radiantexpresscarwash.com/contact-us/
,,,,,,,0.4,5.0,2,,,,,,,,,,52366.46,Big Kahuna Car Wash,61 Commodore St,Hazard,41701,60,1,chain+street+zip,7.0,South,KY,2,13,99.0,0,1,Express Tunnel,https://www.bigkahunacarwashky.com/
475.3,57.0,54.11,96.0,3699.586589,129.0,12.35409836,0.48,3.4,48,14.0,2.7,0.66,3.0,0.81,1.33,2.74,4.0,16.0,60431.4,BuggyBath,2525 S Virginia St,Reno,89502,251,1,chain+street+zip,7.0,West,NV,4,27,0.81,0,1,Express Tunnel,http://www.buggybath.ca/our-services/
439.7,41.0,0.0,0.0,3861.1072,137.0,12.09562842,0.06,4.2,69,12.0,4.1,0.41,53.0,,1.58,1.19,2.0,4.0,165828.29,Sonoran Express Car Wash,1523 E Southern Ave,Phoenix,85042,1273,2,chain+street+zip,2.0,West,AZ,4,2,99.0,1,1,Express Tunnel,https://sonoranexpresscarwash.com/
1353.0,165.0,0.0,0.0,3607.834381,163.0,15.50327869,0.03,1.9,27,13.0,5.0,0.57,5.0,0.09,1.2,1.99,1.0,1.0,67062.51,Car Wash Palace,4600 Coral Ridge Drive,Coral Springs,33067,269,1,chain+street+zip,6.0,South,FL,2,7,0.09,0,1,Express Tunnel,https://www.carwashpalace.com/
1009.0,64.0,1.33,0.0,3569.626831,132.0,16.2431694,0.22,3.7,77,7.0,3.3,0.25,20.0,,1.75,,,11.0,108630.83,Pastime Auto Wash,2610 OLIVE HIGHWAY,OROVILLE,95966,1099,1,chain+street+zip,18.0,West,CA,4,3,99.0,0,3,Full Service,https://pastimeautowash.com/
1280.8,130.0,3.78,14.0,3349.365022,140.0,16.7852459,1.95,4.0,13,10.0,4.5,1.94,2.0,3.13,2.64,1.32,,0.0,50585.27,Superior Tomball Carwash,27840 Tomball Pkwy,Tomball,77375,1390,1,chain+street+zip,14.0,South,TX,2,37,3.13,0,3,Full Service,https://reviews.birdeye.com/superior-tomball-car-wash-156056259190995
