weather_total_precipitation_mm,weather_rainy_days,weather_total_snowfall_cm,weather_days_below_freezing,weather_total_sunshine_hours,weather_days_pleasant_temp,weather_avg_daily_max_windspeed_ms,nearest_gas_station_distance_miles,nearest_gas_station_rating,nearest_gas_station_rating_count,competitors_count_4miles,competitor_1_google_rating,competitor_1_distance_miles,competitor_1_rating_count,distance_nearest_costco(5 mile),distance_nearest_walmart(5 mile),distance_nearest_target (5 mile),other_grocery_count_1mile,count_food_joints_0_5miles (0.5 mile),current_count,previous_count,client_id,street,city,zip,site_client_id,location_id,_match_type,age_on_30_sep_25,region,state,region_enc,state_enc,costco_enc,tunnel_count,carwash_type_encoded,primary_carwash_type,official_website,Address,latitude,longitude
1031.3,118.0,13.02,54.0,3205.849947,156.0,18.23251366,0.32,4.1,124,2.0,4.9,0.88,1874.0,,0.62,,2.0,9.0,237660.04,218283.0,Rocket Wash 2,211 Fieldale Rd,Mebane,27302,1193,7,chain+street+zip,2.0,South,NC,2,21,99.0,1,1,Express Tunnel,https://rocketcarwashexpress.com/,"Rocket Wash 2, 211 Fieldale Rd, Mebane, NC, 27302",36.0759831,-79.2750705
853.7,121.0,10.64,61.0,3248.018292,147.0,15.13743169,0.31,4.4,57,6.0,5.0,1.02,1.0,,3.43,,,1.0,198457.86,171859.0,Rocket Wash 2,3985 US-421,Wilkesboro,28697,1197,3,chain+street+zip,4.0,South,NC,2,21,99.0,1,1,Express Tunnel,https://rocketcarwashexpress.com/,"Rocket Wash 2, 3985 US-421, Wilkesboro, NC, 28697",36.166852,-81.137401
437.6,61.0,112.35,138.0,3689.346236,114.0,11.66065574,0.08,3.5,86,2.0,2.4,1.06,37.0,,0.49,,2.0,10.0,103073.68,90457.0,Rub A Dub,707 Taugenbaugh Blvd,Rifle,81650,1204,1,chain+street+zip,2.0,West,CO,4,4,99.0,0,3,Full Service,https://rubadubmedia.com/,"Rub A Dub, 707 Taugenbaugh Blvd, Rifle, CO, 81650",39.5215281,-107.7767197
1111.9,137.0,9.45,40.0,3291.83595,167.0,16.83551913,0.34,4.0,68,6.0,4.6,1.03,11.0,3.77,2.8,4.51,,2.0,193216.26,169694.0,Aqua Blue Car Wash,85 Peachtree Industrial Blvd,Sugar Hill,30518,26,1,chain+street+zip,4.0,South,GA,2,8,3.77,1,1,Express Tunnel,https://aquabluecarwash.com/,"Aqua Blue Car Wash, 85 Peachtree Industrial Blvd, Sugar Hill, GA, 30518",34.076345,-84.060437
876.5,111.0,11.2,53.0,3230.382242,165.0,17.9795082,0.18,4.1,52,10.0,3.2,0.23,77.0,,0.55,,3.0,9.0,295202.99,259298.0,Heroes Car Wash,1420 E Innes St,Salisbury,28146,620,8,chain+street+zip,2.0,South,NC,2,21,99.0,2,1,Express Tunnel,https://www.heroescarwashusa.com/,"Heroes Car Wash, 1420 E Innes St, Salisbury, NC, 28146",35.654461,-80.456657
1250.9,132.0,8.19,47.0,3330.996933,163.0,15.64398907,1.53,4.2,27,9.0,3.9,0.33,104.0,,3.63,,,1.0,110347.0,98011.0,Rocket Wash,694 Braves Blvd NE,Rome,30161,1187,5,chain+street+zip,2.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://rocketcarwashexpress.com/,"Rocket Wash, 694 Braves Blvd NE, Rome, GA, 30161",34.2843157,-85.167139
1578.4,141.0,15.89,55.0,3173.438372,146.0,17.57076503,0.21,3.7,112,7.0,5.0,0.81,8.0,,2.19,,5.0,6.0,124887.39,109855.0,Wash N Roll,5307 Cane Ridge Rd,Nashville,37013,1550,1,chain+street+zip,3.0,South,TN,2,36,99.0,1,1,Express Tunnel,https://www.mywashnroll.net/,"Wash N Roll, 5307 Cane Ridge Rd, Nashville, TN, 37013",36.043861,-86.662127
1346.0,144.0,3.43,12.0,3344.678811,141.0,15.88688525,0.18,4.4,240,9.0,4.0,0.41,1.0,,0.07,1.62,3.0,18.0,106749.78,94431.0,Zips Express Car Wash,23685 Walton Ave,New Caney,77357,1656,18,chain+street+zip,2.0,South,TX,2,37,99.0,0,1,Express Tunnel,https://zipscarwash.com/,"Zips Express Car Wash, 23685 Walton Ave, New Caney, TX, 77357",30.1530502,-95.2185982
1129.1,135.0,9.03,44.0,3328.151714,171.0,16.35819672,0.49,3.6,185,13.0,4.5,0.38,353.0,,1.46,0.52,1.0,2.0,70906.0,63125.0,Paradise Falls Carwash,4350 Austell Rd,Austell,30106,1097,3,chain+street+zip,4.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.paradisefallscarwash.com/,"Paradise Falls Carwash, 4350 Austell Rd, Austell, GA, 30106",33.847285,-84.610263
613.4,38.0,0.0,0.0,3729.160408,235.0,12.00655738,0.48,3.9,112,13.0,4.3,0.14,278.0,3.08,,0.03,2.0,17.0,314581.02,285648.0,Encino Car Wash,17432 Ventura Blvd,Los Angeles,91316,467,1,chain+street+zip,2.0,West,CA,4,3,3.08,2,1,Express Tunnel,https://encinoautospa.com/,"Encino Car Wash, 17432 Ventura Blvd, Los Angeles, CA, 91316",34.1611154,-118.5126372
1047.8,110.0,10.15,49.0,3249.915311,156.0,17.92486339,1.12,4.1,78,5.0,5.0,1.13,1.0,,0.32,,1.0,1.0,365383.69,342057.82,Edge Express,4717 Veterans Pwky,Garner,27529,445,5,chain+street+zip,2.0,South,NC,2,21,99.0,3,1,Express Tunnel,https://www.edgeexpresscarwash.com/,"Edge Express, 4717 Veterans Pwky, Garner, NC, 27529",35.6092787,-78.5489487
752.0,99.0,72.66,135.0,3044.375233,121.0,20.89918033,0.23,4.3,7,1.0,4.7,2.74,246.0,,1.25,,4.0,4.0,48893.29,43199.0,Mr D Car Wash,525 E Sumner St,Hartford,53027,1063,1,chain+street+zip,5.0,Midwest,WI,0,43,99.0,0,1,Express Tunnel,https://www.mrdcarwash.com/,"Mr D Car Wash, 525 E Sumner St, Hartford, WI, 53027",43.3168699,-88.3719371
1367.8,134.0,53.97,82.0,3096.896983,138.0,19.07295082,0.16,3.7,48,11.0,3.8,0.23,162.0,3.07,2.17,2.2,2.0,4.0,45901.87,40119.0,Lexington Auto Spa,1124 Winchester Rd,Lexington,40505,678,1,chain+street+zip,15.0,South,KY,2,13,3.07,0,3,Full Service,https://lexingtonautospa.com/,"Lexington Auto Spa, 1124 Winchester Rd, Lexington, KY, 40505",38.0418843,-84.46287
900.5,129.0,0.0,0.0,3646.420136,154.0,17.65437158,0.33,5.0,1,13.0,,0.37,,,0.39,1.06,1.0,10.0,258165.99,228191.0,Woodies,4545 W Gandy Blvd,Tampa,33611,1634,1,chain+street+zip,4.0,South,FL,2,7,99.0,2,1,Express Tunnel,https://www.woodieswash.com/,"Woodies, 4545 W Gandy Blvd, Tampa, FL, 33611",27.893635,-82.522547
853.7,121.0,10.64,61.0,3248.018292,147.0,15.13743169,0.31,4.4,57,6.0,5.0,1.02,1.0,,3.43,,,1.0,243449.27,230451.0,Rocket Wash 2,1846 US-421,Wilkesboro,28697,1189,4,chain+street+zip,3.0,South,NC,2,21,99.0,2,1,Express Tunnel,https://rocketcarwashexpress.com/,"Rocket Wash 2, 1846 US-421, Wilkesboro, NC, 28697",36.166852,-81.137401
611.0,44.0,0.21,0.0,3616.860828,216.0,11.89043716,0.25,3.9,185,14.0,4.0,0.09,47.0,3.77,2.53,2.25,4.0,4.0,141996.51,146005.66,Route 66 Car Wash,1650 W Holt Ave,Pomona,91768,1202,1,chain+street+zip,3.0,West,CA,4,3,3.77,1,1,Express Tunnel,https://route66wash.com/about,"Route 66 Car Wash, 1650 W Holt Ave, Pomona, CA, 91768",34.0614384,-117.7787076
492.8,46.0,0.0,0.0,3736.2625,266.0,11.7136612,0.16,4.0,74,13.0,4.0,0.21,139.0,1.81,2.38,0.82,1.0,7.0,119505.0,107430.0,Magic Brush,4550 Barranca Pkwy,Irvine,92604,864,4,chain+street+zip,2.0,West,CA,4,3,1.81,0,3,Hand Wash / Detail,https://magicbrushofficial.com/,"Magic Brush, 4550 Barranca Pkwy, Irvine, CA, 92604",33.6795662,-117.8009868
,,,,,,,0.2,3.4,104,,,,,,,,,,46116.63,41243.69,Mistic Express Car Wash,2650 EAST WHIPP ROAD,CENTERVILLE,45440,1026,1,chain+street+zip,11.0,Midwest,OH,0,29,99.0,0,2,Flex,https://sswash.com/mistic-express-car-wash-detail-dayton-montgomery-county-ohio/,"Mistic Express Car Wash, 2650 EAST WHIPP ROAD, CENTERVILLE, OH, 45440",39.659914,-84.110608
926.6,112.0,89.95,109.0,3043.244136,125.0,20.28469945,0.64,4.0,137,11.0,4.7,0.23,195.0,,1.7,1.88,,4.0,60288.51,53623.0,Wash Up,460 Morthland Dr,Valparaiso,46383,1581,1,chain+street+zip,4.0,Midwest,IN,0,11,99.0,0,1,Express Tunnel,https://www.uwashup.com/,"Wash Up, 460 Morthland Dr, Valparaiso, IN, 46383",41.460256,-87.066806
1227.2,131.0,12.25,46.0,3244.071933,161.0,17.06885246,0.09,4.1,69,7.0,,0.39,,,0.11,,2.0,8.0,117819.94,105611.0,Mach 1 Express Wash,2210 S Harper Rd,Corinth,38834,850,12,chain+street+zip,2.0,South,MS,2,19,99.0,0,2,Flex,https://mach1carwash.com/,"Mach 1 Express Wash, 2210 S Harper Rd, Corinth, MS, 38834",34.91213,-88.50338
760.1,83.0,50.89,105.0,3167.386447,126.0,20.65819672,0.23,4.5,32,12.0,3.0,0.37,2.0,,0.13,,,6.0,157229.67,141474.0,Legacy Express Wash,2583 E 5th Ave,Columbus,68601,676,1,chain+street+zip,4.0,Midwest,NE,0,23,99.0,1,1,Express Tunnel,https://www.legacyexpresswash.com/,"Legacy Express Wash, 2583 E 5th Ave, Columbus, NE, 68601",41.441091,-97.320507
889.8,115.0,10.92,56.0,3279.243344,149.0,17.66803279,0.75,2.4,12,10.0,,0.77,,,1.75,2.08,1.0,12.0,44940.29,40693.83,Classic Touch Car Wash,2758 Reynolda Rd,Winston-Salem,27106,309,1,chain+street+zip,3.0,South,NC,2,21,99.0,0,2,Flex,http://www.classictouchcarwash.com/schedule-appointment.html,"Classic Touch Car Wash, 2758 Reynolda Rd, Winston-Salem, NC, 27106",36.1420421,-80.2980532
886.3,105.0,70.21,95.0,3079.688681,116.0,16.79371585,0.16,1.8,6,11.0,4.1,0.65,68.0,3.01,2.2,0.99,5.0,0.0,143199.62,128240.0,Snappy Kedzie Express Wash,3549 S Kedzie Ave,Chicago,60632,1252,1,chain+street+zip,4.0,Midwest,IL,0,10,3.01,1,1,Express Tunnel,https://snappykedzie.mywashaccount.com/,"Snappy Kedzie Express Wash, 3549 S Kedzie Ave, Chicago, IL, 60632",41.8282134,-87.7044561
1249.6,101.0,24.22,50.0,3283.519822,161.0,18.88306011,0.86,4.0,46,6.0,4.1,0.37,96.0,,0.65,,,4.0,64354.19,57656.0,Buff it Auto Wash,1699 Stick Ross Mountain Rd,Tahlequah,74464,248,2,chain+street+zip,3.0,South,OK,2,30,99.0,0,1,Express Tunnel,https://sswash.com/buff-it-auto-wash-mcalester-pittsburg-county-oklahoma/,"Buff it Auto Wash, 1699 Stick Ross Mountain Rd, Tahlequah, OK, 74464",35.8968023,-94.9853013
1134.9,92.0,18.41,37.0,3388.298347,154.0,20.26639344,0.07,4.0,106,8.0,4.2,0.17,48.0,,0.37,,2.0,14.0,130571.86,117126.0,The Auto Spa,3212 University Blvd,Durant,74701,1398,3,chain+street+zip,2.0,South,OK,2,30,99.0,1,2,Mobile,https://theautospa1.com/,"The Auto Spa, 3212 University Blvd, Durant, OK, 74701",34.0049678,-96.4088824
1353.8,100.0,20.44,51.0,3266.538489,159.0,18.96857923,0.44,2.9,37,14.0,4.9,0.63,1095.0,,1.13,0.6,4.0,16.0,99340.84,89639.0,Quick n Clean,470 E Kenosha St,Broken Arrow,74012,1124,1,chain+street+zip,3.0,South,OK,2,30,99.0,0,1,Express Tunnel,https://quicknclean.net/,"Quick n Clean, 470 E Kenosha St, Broken Arrow, OK, 74012",36.061543,-95.784887
1137.2,143.0,0.0,0.0,3653.276672,155.0,13.92185792,0.04,3.6,269,13.0,,1.13,,,0.42,1.28,3.0,3.0,105223.3,94488.0,Snappy Car Wash,4510 Winkler Ave,Fort Myers,33913,1250,6,chain+street+zip,2.0,South,FL,2,7,99.0,0,1,Express Tunnel,https://www.snappycarwash.net/,"Snappy Car Wash, 4510 Winkler Ave, Fort Myers, FL, 33913",26.6083358,-81.8206806
1439.8,169.0,0.0,0.0,3673.097797,156.0,12.87814208,1.32,3.9,157,6.0,,2.28,,2.24,0.35,1.34,,3.0,78084.0,70910.0,IKO Car Wash,4450 S Pine Island Rd,Davie,33328,633,1,chain+street+zip,2.0,South,FL,2,7,2.24,0,1,Express Tunnel,https://www.ikocarwash.com/,"IKO Car Wash, 4450 S Pine Island Rd, Davie, FL, 33328",26.0657126,-80.259735
879.9,113.0,9.45,55.0,3234.635042,161.0,18.11256831,0.36,4.3,59,9.0,2.7,0.64,39.0,,0.41,,2.0,17.0,355422.74,308423.0,Five Star,117 Turnersburg Hwy,Statesville,28625,502,5,chain+street+zip,3.0,South,NC,2,21,99.0,2,1,Express Tunnel,https://wash5star.com/locations/boone/,"Five Star, 117 Turnersburg Hwy, Statesville, NC, 28625",35.808558,-80.876473
1070.2,113.0,61.81,107.0,2978.060331,125.0,18.84918033,0.27,4.1,29,1.0,4.0,0.25,48.0,,,,3.0,1.0,32960.0,29976.0,Mendham Car Wash,104 E Main St,Mendham,7945,1016,1,chain+street+zip,10.0,Northeast,NJ,1,25,99.0,0,3,Full Service,https://carwashfind.com/directory/new-jersey/mendham/mendham-full-service-car-wash/,"Mendham Car Wash, 104 E Main St, Mendham, NJ, 7945",40.7819423,-74.5883127
1382.0,99.0,16.24,31.0,3437.874903,139.0,16.36666667,0.13,2.8,26,11.0,5.0,0.63,10.0,0.99,0.6,1.39,5.0,4.0,245127.29,221985.0,Vibe Car Wash,801 Spring Creek Pkwy,Plano,75023,1503,1,chain+street+zip,2.0,South,TX,2,37,0.99,2,1,Express Tunnel,https://www.vibecw.com/,"Vibe Car Wash, 801 Spring Creek Pkwy, Plano, TX, 75023",33.0570132,-96.7086449
1198.1,119.0,51.59,74.0,2996.361083,142.0,16.72103825,0.37,4.0,87,6.0,3.7,0.39,37.0,4.12,0.13,1.59,2.0,7.0,283951.79,257788.0,Edge Express,17000 Jefferson Davis Hwy,Dumfries,22026,444,1,chain+street+zip,3.0,South,VA,2,39,4.12,2,1,Express Tunnel,https://www.edgeexpresscarwash.com/,"Edge Express, 17000 Jefferson Davis Hwy, Dumfries, VA, 22026",38.582517,-77.3106235
1150.3,127.0,45.15,92.0,3040.85285,144.0,17.53169399,0.16,4.4,278,5.0,3.9,0.45,240.0,,2.1,1.31,3.0,7.0,199490.16,181190.0,Kind Car Wash,3106 N National Rd,Columbus,47201,661,1,chain+street+zip,2.0,Midwest,IN,0,11,99.0,1,1,Express Tunnel,http://kindcarwash.mywashaccount.com/,"Kind Car Wash, 3106 N National Rd, Columbus, IN, 47201",39.229497,-85.905272
904.9,120.0,11.27,56.0,3249.810125,146.0,18.17377049,0.35,4.1,148,3.0,4.5,0.13,42.0,,0.1,,2.0,12.0,268658.29,253660.0,Rocks Edge,116 Carmel Dr,King,27021,1198,1,chain+street+zip,2.0,South,NC,2,21,99.0,2,1,Express Tunnel,https://www.rocksedgecarwash.org/,"Rocks Edge, 116 Carmel Dr, King, NC, 27021",36.2627033,-80.3657969
1114.7,125.0,15.68,38.0,2907.983033,117.0,14.66120219,0.12,4.4,97,5.0,5.0,0.62,1.0,,0.28,,4.0,8.0,16677.14,15264.33,U S Car Wash,845 N Adair St,Cornelius,97113,1490,1,chain+street+zip,2.0,West,OR,4,31,99.0,0,1,Express Tunnel,https://zipscarwash.com/,"U S Car Wash, 845 N Adair St, Cornelius, OR, 97113",45.5205511,-123.0611105
1480.0,122.0,20.16,61.0,3166.213053,147.0,19.19808743,0.34,4.1,45,5.0,3.0,0.96,3.0,,0.79,,2.0,8.0,86665.75,81795.91,StoneWash Car Care Center,818 Paris Rd,Mayfield,42066,1331,1,chain+street+zip,5.0,South,KY,2,13,99.0,0,1,Express Tunnel,https://www.stonewashcarcarecenter.com/,"StoneWash Car Care Center, 818 Paris Rd, Mayfield, KY, 42066",36.732675,-88.633078
1055.7,112.0,9.38,47.0,3244.148708,157.0,17.22513661,0.19,4.0,3,10.0,4.1,0.63,275.0,,0.35,,,10.0,390296.33,361289.0,American Pride,1203 N Brightleaf Blvd,Smithfield,27577,21,3,chain+street+zip,4.0,South,NC,2,21,99.0,3,1,Express Tunnel,https://americanpridexpress.com/,"American Pride, 1203 N Brightleaf Blvd, Smithfield, NC, 27577",35.5193931,-78.3147131
1492.9,140.0,15.05,40.0,3278.989444,152.0,17.87322404,0.02,4.2,22,2.0,3.0,0.71,4.0,,1.13,,1.0,12.0,110052.37,99687.0,Century Car Wash,328 E Main St,Senatobia,38668,280,6,chain+street+zip,3.0,South,MS,2,19,99.0,0,1,Express Tunnel,https://centurycarwash.mywashaccount.com/,"Century Car Wash, 328 E Main St, Senatobia, MS, 38668",34.6196361,-89.9559439
800.1,111.0,7.35,47.0,3283.455578,165.0,18.76530055,0.23,4.5,34,10.0,4.5,0.27,197.0,,0.2,,2.0,9.0,133990.42,121538.0,Edge Express,925 E Dixon Blvd,Shelby,28152,438,2,chain+street+zip,3.0,South,NC,2,21,99.0,1,1,Express Tunnel,https://www.edgeexpresscarwash.com/,"Edge Express, 925 E Dixon Blvd, Shelby, NC, 28152",35.274668,-81.527088
1379.4,174.0,0.0,0.0,3689.950969,149.0,15.29180328,0.05,3.0,292,12.0,,2.25,,4.15,3.58,3.29,1.0,5.0,185986.55,181651.0,Cool Clean Car Wash,1255 W Palmetto Park Rd,Boca Raton,33486,380,1,chain+street+zip,5.0,South,FL,2,7,4.15,1,2,Flex,https://coolcleanwash.com/,"Cool Clean Car Wash, 1255 W Palmetto Park Rd, Boca Raton, FL, 33486",26.351366,-80.111127
1290.3,169.0,0.0,0.0,3646.002331,154.0,16.38879781,0.24,4.2,35,11.0,5.0,0.9,2.0,1.99,2.07,1.68,1.0,9.0,156684.66,162478.0,Pelican Auto Wash,11370 US-1,North Palm Beach,33408,1102,1,chain+street+zip,3.0,South,FL,2,7,1.99,1,3,Full Service,https://www.pelicanautowash.com/,"Pelican Auto Wash, 11370 US-1, North Palm Beach, FL, 33408",26.8037459,-80.0554092
1104.0,139.0,59.92,92.0,3003.449169,138.0,16.87377049,0.32,3.0,1,7.0,4.0,0.35,147.0,,1.11,,4.0,3.0,145447.32,132140.0,Wash Rite,2504 Grand Central Ave,Vienna,26105,1557,3,chain+street+zip,3.0,South,WV,2,44,99.0,1,1,Express Tunnel,https://www.wash-riteunlimited.com/car-wash-services/,"Wash Rite, 2504 Grand Central Ave, Vienna, WV, 26105",39.322989,-81.550831
1136.9,158.0,0.0,0.0,3697.369875,168.0,17.54453552,0.42,4.3,363,11.0,3.8,0.89,220.0,0.85,2.43,4.36,1.0,3.0,413482.43,395721.0,Waters Car Wash,2375 S Kanner Hwy,Stuart,34994,1589,1,chain+street+zip,5.0,South,FL,2,7,0.85,3,1,Express Tunnel,http://waterscarwash.mywashaccount.com/,"Waters Car Wash, 2375 S Kanner Hwy, Stuart, FL, 34994",27.1761022,-80.2526216
873.2,141.0,123.55,125.0,2779.106392,111.0,20.49453552,0.2,3.4,41,6.0,4.1,0.11,65.0,,1.83,1.94,1.0,0.0,42628.44,39006.51,David Chevrolet,10225 Niagara Falls Blvd,Niagara Falls,14304,412,1,chain+street+zip,9.0,Northeast,NY,1,28,99.0,0,3,Full Service,https://www.davidchevrolet.com/,"David Chevrolet, 10225 Niagara Falls Blvd, Niagara Falls, NY, 14304",43.0989663,-78.9427369
1176.6,108.0,29.54,64.0,3243.196819,149.0,18.21967213,0.36,4.9,10,12.0,4.6,0.13,419.0,,0.15,1.87,4.0,11.0,176080.0,162084.0,Blue Iguana,3155 S Campbell Ave,Springfield,65807,89,7,chain+street+zip,2.0,Midwest,MO,0,18,99.0,1,1,Express Tunnel,https://blueiguana.com/,"Blue Iguana, 3155 S Campbell Ave, Springfield, MO, 65807",37.157141,-93.296531
1154.7,132.0,8.4,40.0,3345.939872,173.0,15.84672131,0.85,2.6,5,13.0,5.0,0.64,2.0,,2.31,4.32,1.0,0.0,74568.98,68269.0,FoamWorks Express,369 Westfork Ct,Lithia Springs,30122,508,8,chain+street+zip,2.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://foamworkscarwash.com/,"FoamWorks Express, 369 Westfork Ct, Lithia Springs, GA, 30122",33.794396,-84.6335
1503.5,144.0,8.82,17.0,3461.572894,154.0,13.8942623,0.1,3.5,47,4.0,4.9,0.29,77.0,,0.1,,2.0,3.0,89872.0,79567.0,Go Clean Pensacola,6658 Mobile Hwy,Pensacola,32526,560,2,chain+street+zip,2.0,South,FL,2,7,99.0,0,1,Express Tunnel,,"Go Clean Pensacola, 6658 Mobile Hwy, Pensacola, FL, 32526",30.476286,-87.3078559
1737.4,168.0,5.6,9.0,3433.949506,146.0,18.17978142,0.27,4.0,75,8.0,5.0,2.37,2.0,3.29,2.25,3.3,1.0,3.0,237883.0,228247.0,JJscarwash,121 Maple Leaf Dr,League City,77573,650,3,chain+street+zip,6.0,South,TX,2,37,3.29,1,1,Express Tunnel,https://jjscarwash.com/,"JJscarwash, 121 Maple Leaf Dr, League City, TX, 77573",29.4890185,-95.161119
1147.8,118.0,46.34,82.0,3053.369983,136.0,25.41120219,0.1,3.5,36,1.0,4.9,1.81,1645.0,,0.23,,3.0,7.0,107813.66,99077.0,Green Ocean Car Wash,187 Teaticket Hwy,Falmouth,2536,583,1,chain+street+zip,4.0,Northeast,MA,1,15,99.0,0,1,Express Tunnel,https://www.greenoceancarwash.com/,"Green Ocean Car Wash, 187 Teaticket Hwy, Falmouth, MA, 2536",41.5652456,-70.595585
1371.0,144.0,18.69,58.0,3157.498544,155.0,18.17677596,0.26,4.6,179,4.0,4.2,0.54,221.0,,1.11,,3.0,12.0,233771.92,217626.0,Wash 37135,118 Henslee Dr,Dickson,37055,1517,3,chain+street+zip,3.0,South,TN,2,36,99.0,1,1,Express Tunnel,https://sswash.com/wash-37135-nolensville-williamson-county-tennessee/,"Wash 37135, 118 Henslee Dr, Dickson, TN, 37055",36.074159,-87.3697418
1232.7,147.0,0.0,0.0,3694.074317,157.0,13.81666667,0.92,3.9,38,15.0,4.7,0.16,402.0,,1.16,0.9,2.0,7.0,155901.33,143431.0,Total Package Car Wash,713 NE 13th Ave,Cape Coral,33909,1451,3,chain+street+zip,2.0,South,FL,2,7,99.0,1,2,Flex,https://www.totalpackagecarwash.com/about-us/,"Total Package Car Wash, 713 NE 13th Ave, Cape Coral, FL, 33909",26.665762,-81.946422
1247.0,156.0,123.41,120.0,2806.572142,127.0,19.3352459,0.42,3.0,2,2.0,4.2,0.2,140.0,,4.98,4.49,3.0,6.0,44155.96,40887.9,Chagrin Auto Spa,8327 E Washington St,Chagrin Falls,44023,286,1,chain+street+zip,10.0,Midwest,OH,0,29,99.0,0,3,Hand Wash / Detail,https://www.chagrinautospa.com/,"Chagrin Auto Spa, 8327 E Washington St, Chagrin Falls, OH, 44023",41.413954,-81.344731
1033.9,116.0,87.78,116.0,2981.593786,119.0,19.06393443,0.04,3.8,48,13.0,,0.16,,,2.55,2.43,5.0,10.0,106936.81,98502.0,Haffners,469 Haverhill St,Lawrence,1841,594,2,chain+street+zip,8.0,Northeast,MA,1,15,99.0,0,1,Express Tunnel,https://www.haffners.com/car-washes,"Haffners, 469 Haverhill St, Lawrence, MA, 1841",42.706838,-71.175758
800.1,111.0,7.35,47.0,3283.455578,165.0,18.76530055,0.6,4.1,308,8.0,,0.57,,,1.39,,2.0,2.0,32444.25,29894.0,Edge Express,1696 E Dixon Blvd,Shelby,28152,446,4,chain+street+zip,2.0,South,NC,2,21,99.0,0,1,Express Tunnel,https://www.edgeexpresscarwash.com/,"Edge Express, 1696 E Dixon Blvd, Shelby, NC, 28152",35.27286,-81.5051329
1252.3,129.0,10.99,8.0,3592.2268,172.0,17.53879781,0.71,2.8,11,9.0,4.9,1.51,71.0,,0.5,0.3,2.0,7.0,155226.61,143149.0,FoamWorks Express,5200 Altama Ave,Brunswick,31525,511,6,chain+street+zip,3.0,South,GA,2,8,99.0,1,1,Express Tunnel,https://foamworkscarwash.com/,"FoamWorks Express, 5200 Altama Ave, Brunswick, GA, 31525",31.206045,-81.482207
1121.6,131.0,65.1,91.0,2986.723206,136.0,16.90191257,0.61,4.4,40,11.0,4.2,0.57,70.0,,1.57,,1.0,3.0,182706.77,167614.0,Wash Rite,2521 Murdoch Ave,Parkersburg,26101,1556,4,chain+street+zip,3.0,South,WV,2,44,99.0,1,1,Express Tunnel,https://www.wash-riteunlimited.com/car-wash-services/,"Wash Rite, 2521 Murdoch Ave, Parkersburg, WV, 26101",39.2835083,-81.5479125
863.7,120.0,4.76,43.0,3340.330836,169.0,18.67185792,0.45,4.2,27,14.0,4.0,0.25,105.0,,0.67,1.18,4.0,8.0,164884.97,152180.0,Sonic Suds,703 SE Main St,Simpsonville,29681,1272,2,chain+street+zip,4.0,South,SC,2,34,99.0,1,1,Express Tunnel,http://sonicsuds.mywashaccount.com/,"Sonic Suds, 703 SE Main St, Simpsonville, SC, 29681",34.721783,-82.2524319
1373.4,143.0,28.56,71.0,3180.913719,148.0,17.31557377,0.05,3.9,66,7.0,4.5,1.06,198.0,,2.89,,2.0,0.0,11948.3,11166.05,Circle K,1830 E. Hwy 80,Somerset,42503,299,3,chain+street+zip,2.0,South,KY,2,13,99.0,0,1,Express Tunnel,https://www.circlek.com/newcarwash,"Circle K, 1830 E. Hwy 80, Somerset, KY, 42503",37.101642,-84.589963
1144.5,139.0,0.0,0.0,3602.090919,170.0,15.52295082,0.16,3.6,179,10.0,3.5,0.96,1058.0,,2.26,0.4,1.0,5.0,219201.06,202764.0,Express Wash,5430 Florida Ave S,Lakeland,33813,481,1,chain+street+zip,3.0,South,FL,2,7,99.0,1,1,Express Tunnel,https://expresswashcarwash.com/,"Express Wash, 5430 Florida Ave S, Lakeland, FL, 33813",27.9663375,-81.964639
733.2,104.0,93.31,136.0,2994.19905,119.0,20.28770492,0.18,4.1,78,2.0,4.5,0.77,231.0,,,,2.0,5.0,69473.31,64920.45,State Street Auto Wash,5232 N U.S. 23,Oscoda,48750,1326,2,chain+street+zip,3.0,Midwest,MI,0,17,99.0,0,3,Full Service,https://www.statestreetautoservice.com/,"State Street Auto Wash, 5232 N U.S. 23, Oscoda, MI, 48750",44.4214613,-83.3303171
1156.1,125.0,8.19,38.0,3317.526014,175.0,15.94153005,0.45,3.7,48,12.0,4.2,0.75,976.0,,1.63,0.33,2.0,13.0,91225.0,97991.0,Big Peach Car Wash,1935 Hwy 138 SE,Conyers,30013,68,7,chain+street+zip,2.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.bigpeachusa.com/,"Big Peach Car Wash, 1935 Hwy 138 SE, Conyers, GA, 30013",33.6374352,-84.0186611
1337.1,151.0,57.19,42.0,2828.883203,127.0,13.83114754,0.2,3.5,37,5.0,5.0,1.12,132.0,1.85,,0.61,2.0,15.0,74609.21,77813.6,Aloha Car Wash 2,13001 NE 177th Pl,Woodinville,98072,10,1,chain+street+zip,3.0,West,WA,4,42,1.85,0,1,Touchless,https://aloha-car-wash-company.com-place.com/,"Aloha Car Wash 2, 13001 NE 177th Pl, Woodinville, WA, 98072",47.7553858,-122.1660315
